a,b,c,d,e,f,g,result
11,0.5455,0.0000,0.0909,0.0000,0.0000,0.0000,0.4444
70,3.1714,0.4143,0.8143,0.0286,0.4286,0.0143,0.4575
35,2.6000,0.2000,0.7429,0.0286,0.3714,0.0000,0.4481
124,3.8871,0.7097,1.1371,0.0403,0.4597,0.0403,0.5260
1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4416
41,1.3902,0.0488,0.3415,0.0000,0.1707,0.0000,0.4444
86,2.9767,0.3605,0.9070,0.0000,0.3372,0.0349,0.4575
89,2.7753,0.5506,1.0000,0.1348,0.6292,0.1573,0.4481
1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5033
126,3.3492,0.5317,0.9841,0.0317,0.5079,0.1032,0.6358
47,2.1064,0.1277,0.4255,0.0000,0.1489,0.0000,0.4481
65,2.1538,0.3231,0.6615,0.0154,0.2769,0.0000,0.5789
28,1.7857,0.1786,0.2500,0.0000,0.0714,0.0000,0.4444
90,2.7889,0.3444,0.7111,0.0111,0.2778,0.0222,0.3092
23,1.2174,0.2174,0.2174,0.0000,0.0870,0.0000,0.4444
130,3.7846,0.5231,1.0692,0.0154,0.3769,0.0615,0.5229
62,2.8710,0.3065,0.6613,0.0484,0.3871,0.0484,0.4481
59,2.9322,0.3559,0.9153,0.0000,0.2542,0.0847,0.4416
133,3.6090,0.4887,1.0752,0.0376,0.5038,0.0376,0.5789
119,3.4874,0.3697,1.0924,0.0000,0.4286,0.0756,0.3092
1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6358
19,1.6842,0.0526,0.1579,0.0000,0.0000,0.0000,0.3092
18,1.7222,0.0556,0.1667,0.0000,0.1667,0.0000,0.5789
36,3.0556,0.4722,0.8611,0.0556,0.3611,0.0000,0.6209
20,1.6000,0.2500,0.6500,0.0000,0.1500,0.0000,0.5359
28,2.3929,0.3214,0.7857,0.0000,0.2500,0.0000,0.5033
30,1.9667,0.2667,0.4667,0.0333,0.2667,0.0000,0.5033
103,3.4369,0.8447,1.2330,0.1068,0.4563,0.0777,0.5359
152,4.2697,0.7303,1.4934,0.0066,0.5724,0.1711,0.6358
62,2.3548,0.3387,0.5806,0.0323,0.2903,0.0323,0.5260
38,2.6579,0.2105,0.2895,0.0526,0.2105,0.0000,0.4444
3,0.3333,0.0000,0.0000,0.0000,0.0000,0.0000,0.5130
39,2.6410,0.2051,0.5641,0.0000,0.2821,0.0256,0.5229
24,1.8750,0.1250,0.4167,0.0000,0.1667,0.0000,0.5130
154,3.7792,0.6299,1.0260,0.0909,0.4935,0.0649,0.5359
1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4444
58,2.9138,0.2069,0.5690,0.0000,0.2931,0.0000,0.3092
52,1.5577,0.1346,0.2885,0.0192,0.1731,0.0192,0.5789
19,3.7895,0.3158,1.0000,0.0000,0.4211,0.0526,0.3092
33,0.7273,0.0303,0.0909,0.0000,0.0303,0.0000,0.3092
22,2.5000,0.2727,0.8636,0.0000,0.3182,0.0000,0.3092
134,4.0299,0.6791,1.3657,0.0597,0.6194,0.1642,0.5229
6,0.3333,0.0000,0.0000,0.0000,0.0000,0.0000,0.4545
127,3.0945,0.4331,0.9606,0.0000,0.4252,0.0315,0.6358
55,1.9636,0.3273,0.6545,0.0182,0.2727,0.0000,0.6358
37,2.1351,0.1622,0.4595,0.0000,0.2973,0.0000,0.3092
4,0.7500,0.0000,0.0000,0.0000,0.0000,0.0000,0.4444
32,0.4375,0.0625,0.0625,0.0000,0.0313,0.0000,0.6358
98,3.6633,0.6224,1.0612,0.2551,0.6735,0.0204,0.4481
38,1.0263,0.1316,0.2895,0.0263,0.0263,0.0000,0.4575
148,3.3514,0.4662,0.9324,0.0203,0.3716,0.0068,0.4444
125,2.7440,0.3520,0.7520,0.0000,0.4160,0.0880,0.5130
73,2.2877,0.2329,0.5479,0.0274,0.3288,0.0274,0.4481
37,2.3514,0.2432,0.5946,0.0000,0.2432,0.0270,0.5033
24,2.6667,0.4167,0.9167,0.0000,0.3333,0.0417,0.4444
33,1.8788,0.1818,0.6061,0.0000,0.3939,0.0909,0.5229
22,2.7273,0.1364,0.5909,0.0000,0.1818,0.0000,0.4481
33,3.1212,0.3030,0.8485,0.0000,0.5455,0.0303,0.6358
41,2.1220,0.1707,0.5122,0.0244,0.1463,0.0000,0.5658
34,3.2059,0.4412,1.1765,0.0294,0.6176,0.0000,0.5359
50,2.2000,0.2200,0.7800,0.0000,0.2800,0.0000,0.6358
155,3.9226,0.5032,1.3161,0.0065,0.6323,0.0452,0.4545
74,2.9730,0.4054,0.6892,0.0000,0.2432,0.0811,0.4545
66,2.3485,0.2273,0.6061,0.0152,0.2727,0.0152,0.4481
29,1.8276,0.1379,0.5517,0.0000,0.2069,0.0000,0.4545
33,2.0606,0.0303,0.3030,0.0000,0.0606,0.0000,0.4481
10,0.5000,0.1000,0.1000,0.0000,0.2000,0.0000,0.5229
24,0.8333,0.0000,0.1250,0.0000,0.0417,0.0000,0.6209
153,3.9216,0.6078,1.2353,0.0588,0.7255,0.0196,0.5130
33,2.2121,0.3636,0.4545,0.0303,0.1515,0.0303,0.5033
4,2.0000,0.0000,0.2500,0.0000,0.0000,0.0000,0.4481
74,3.3919,0.5270,1.0000,0.0946,0.4865,0.1081,0.5033
14,1.6429,0.1429,0.2143,0.0000,0.1429,0.0000,0.6358
41,1.5610,0.2927,0.2683,0.0000,0.0976,0.0000,0.4481
16,2.8750,0.3125,0.8750,0.0625,0.3750,0.0000,0.4575
153,4.2745,0.7974,1.6536,0.1569,0.8431,0.0458,0.5789
150,4.3267,0.6667,1.4933,0.0800,0.7000,0.0733,0.5359
58,3.0000,0.2931,0.8448,0.0000,0.3966,0.0345,0.4575
109,3.0183,0.3119,0.9450,0.0734,0.5872,0.0367,0.6209
96,2.9583,0.4896,0.8021,0.0833,0.4792,0.0625,0.5229
80,3.0375,0.6625,0.7625,0.0500,0.3875,0.2500,0.5033
20,0.7000,0.0500,0.2000,0.0000,0.0500,0.0000,0.5789
31,2.9677,0.2903,0.9032,0.0323,0.4839,0.0323,0.4545
107,3.0374,0.1963,0.7290,0.1028,0.4766,0.0000,0.5658
8,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.6209
28,2.0000,0.1786,0.3929,0.0000,0.1071,0.0000,0.5033
123,3.8455,0.6423,1.1220,0.0488,0.3577,0.0488,0.5658
117,3.6667,0.6752,1.4274,0.1026,0.7436,0.0427,0.4545
28,1.1071,0.0714,0.1786,0.0000,0.0714,0.0000,0.4545
14,2.0000,0.0714,0.4286,0.0000,0.1429,0.0714,0.6209
2,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4575
2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5359
107,3.5140,0.4673,1.0093,0.0000,0.2991,0.0748,0.4545
7,3.7143,0.2857,1.5714,0.0000,0.4286,0.0000,0.4416
3,1.6667,0.0000,0.3333,0.0000,0.0000,0.0000,0.5260
1,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4444
38,3.8947,0.5526,1.0000,0.0526,0.3684,0.1053,0.4416
20,0.2000,0.0500,0.0500,0.0000,0.0000,0.0000,0.5359
12,1.0833,0.0000,0.0833,0.0000,0.1667,0.0000,0.4575
19,2.8421,0.4211,0.8421,0.0526,0.4737,0.0526,0.4545
7,2.4286,0.4286,0.8571,0.0000,0.4286,0.1429,0.6358
146,4.2123,0.6712,1.3836,0.0068,0.4247,0.0548,0.4444
17,3.0588,0.4118,0.6471,0.0000,0.0588,0.0000,0.3092
12,0.3333,0.0000,0.0000,0.0000,0.0000,0.0000,0.5789
34,1.6176,0.2941,0.4706,0.0000,0.2353,0.0294,0.5260
15,1.0667,0.1333,0.2667,0.0000,0.0000,0.0000,0.5033
2,0.5000,0.0000,0.5000,0.0000,0.0000,0.0000,0.4416
1,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5229
75,2.9867,0.3733,0.9867,0.0000,0.3333,0.0400,0.4545
1,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5130
16,1.6875,0.0000,0.8125,0.0000,0.4375,0.0000,0.6358
134,3.3806,0.3358,0.8284,0.0000,0.3507,0.0373,0.5260
8,0.7500,0.2500,0.0000,0.0000,0.0000,0.0000,0.4416
109,3.2294,0.3028,1.0000,0.0275,0.4037,0.0000,0.4444
133,3.6767,0.5639,1.1729,0.0827,0.5263,0.0301,0.5658
50,3.5000,0.3400,0.9400,0.0000,0.3400,0.0600,0.5033
5,3.4000,0.4000,0.8000,0.0000,0.0000,0.0000,0.4575
2,2.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6358
14,2.6429,0.2857,0.6429,0.0000,0.5714,0.1429,0.6209
5,1.0000,0.2000,0.2000,0.0000,0.2000,0.0000,0.4444
44,1.9091,0.0455,0.5455,0.0000,0.2955,0.0000,0.5130
93,2.8495,0.2903,0.7312,0.0215,0.4194,0.0000,0.4444
77,2.5065,0.3247,0.7532,0.0260,0.3506,0.1039,0.5359
141,3.8582,0.4397,1.0709,0.0780,0.5319,0.0213,0.3092
3,4.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.4545
83,3.2289,0.4578,0.9157,0.0241,0.3133,0.0843,0.5033
150,3.9400,0.7600,1.2600,0.0400,0.7067,0.1000,0.6209
55,1.8364,0.1818,0.5273,0.0000,0.2364,0.0000,0.4545
21,0.7619,0.0000,0.0952,0.0000,0.0000,0.0000,0.4444
1,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4545
110,2.2909,0.3727,0.7182,0.0273,0.4364,0.0182,0.3092
31,3.1613,0.2581,0.4516,0.0968,0.3548,0.0000,0.4444
52,1.3654,0.1154,0.2500,0.0000,0.0385,0.0000,0.5359
11,1.0909,0.0909,0.2727,0.0000,0.1818,0.0000,0.4575
1,5.0000,0.0000,1.0000,0.0000,2.0000,0.0000,0.3092
56,2.0714,0.2321,0.7321,0.0000,0.2679,0.0179,0.4481
18,2.0556,0.2222,0.5000,0.0000,0.4444,0.0000,0.6358
14,2.2857,0.2143,0.4286,0.0000,0.2143,0.0000,0.5033
3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4444
53,1.2075,0.1132,0.1887,0.0000,0.0943,0.0000,0.5789
145,3.5103,0.5931,1.1172,0.0414,0.4897,0.0966,0.5229
39,2.0769,0.3077,0.4615,0.0256,0.1282,0.0256,0.5658
5,4.0000,0.0000,0.8000,0.0000,0.0000,0.0000,0.4545
111,3.2432,0.4505,0.7477,0.0090,0.3694,0.0270,0.3092
117,3.4444,0.2991,0.8120,0.0085,0.1880,0.0256,0.4481
125,3.5120,0.3280,0.8640,0.0320,0.3040,0.0080,0.4481
10,3.9000,0.7000,1.3000,0.0000,0.2000,0.0000,0.5260
13,3.1538,0.6154,0.9231,0.0769,0.4615,0.0000,0.5033
4,0.7500,0.0000,0.0000,0.0000,0.0000,0.0000,0.5658
67,2.6866,0.2388,0.7164,0.0299,0.3731,0.0299,0.4416
85,2.3765,0.4706,0.6588,0.0471,0.4824,0.0235,0.5789
13,2.9231,0.1538,0.8462,0.0000,0.1538,0.0000,0.3092
35,1.2286,0.2286,0.3429,0.0000,0.1714,0.0000,0.5260
122,3.9672,0.5656,1.2377,0.0574,0.5164,0.0574,0.4575
18,1.4444,0.0000,0.1111,0.0000,0.1667,0.0000,0.4444
150,4.1067,0.8333,1.4733,0.0933,0.6867,0.0200,0.4444
36,2.4167,0.1944,0.5278,0.0000,0.1944,0.0278,0.5260
107,2.9346,0.7290,0.9720,0.1215,0.5607,0.0374,0.4444
69,3.1594,0.4058,0.7246,0.0000,0.1884,0.0290,0.3092
102,4.0294,0.8137,1.3333,0.2451,1.0294,0.0980,0.5359
1,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5789
3,2.6667,0.0000,0.0000,0.0000,0.3333,0.0000,0.4444
12,2.5833,0.2500,1.0833,0.0000,0.0000,0.1667,0.4575
62,2.9032,0.4516,0.6935,0.0968,0.4839,0.0806,0.5658
108,3.1019,0.3889,1.0185,0.0278,0.5000,0.0463,0.4444
34,1.5294,0.3529,0.4412,0.0294,0.3235,0.0000,0.5359
41,2.2927,0.2195,0.5610,0.0244,0.1951,0.0000,0.3092
130,3.3846,0.8000,1.2538,0.0385,0.5231,0.1077,0.5260
55,2.6545,0.1091,0.5455,0.0000,0.2182,0.0182,0.5229
25,0.2800,0.0000,0.0000,0.0000,0.0000,0.0000,0.5658
31,1.2903,0.2903,0.2581,0.0000,0.0000,0.0323,0.4481
75,2.2800,0.2667,0.4667,0.0000,0.1733,0.0133,0.5260
153,4.0131,0.6340,1.2353,0.1176,0.7908,0.0196,0.6209
92,3.1087,0.5217,1.0761,0.1522,0.6630,0.0000,0.4444
47,1.8936,0.2340,0.3617,0.0000,0.2340,0.0213,0.6209
130,3.8462,0.6308,1.0154,0.0462,0.4077,0.1308,0.5658
12,0.6667,0.0833,0.0833,0.0000,0.0000,0.0000,0.4545
38,1.8158,0.1316,0.3158,0.0263,0.1316,0.0000,0.6358
37,1.5676,0.0541,0.2162,0.0000,0.0270,0.0000,0.3092
104,2.8942,0.5096,0.7308,0.0000,0.2019,0.1058,0.5229
1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5260
37,2.4054,0.2432,0.4865,0.0541,0.2973,0.0000,0.5065
7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5260
139,3.6187,0.4820,1.1079,0.0576,0.3525,0.0576,0.4545
1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6299
3,1.3333,0.0000,0.3333,0.0000,0.0000,0.0000,0.5390
105,3.5333,0.5810,0.9333,0.0000,0.2095,0.0857,0.4545
7,2.2857,0.4286,1.1429,0.1429,0.7143,0.0000,0.5390
1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5195
2,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5195
2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6104
36,1.0833,0.0278,0.1667,0.0000,0.0556,0.0000,0.5519
90,3.4000,0.3222,0.8889,0.0111,0.2222,0.0667,0.3831
83,3.5301,0.4940,0.9880,0.1325,0.6506,0.0000,0.6299
28,2.0714,0.0714,0.2500,0.0000,0.0357,0.0000,0.6299
104,3.2019,0.3173,0.8269,0.0192,0.3269,0.0769,0.5065
2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4545
30,2.2000,0.0667,0.4000,0.0000,0.2667,0.0000,0.5195
46,1.4348,0.1739,0.3696,0.0217,0.3043,0.0000,0.5195
150,3.5867,0.5267,1.1000,0.0267,0.4467,0.0067,0.5195
1,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5065
69,2.1739,0.3043,0.6522,0.0145,0.2609,0.0000,0.6299
19,0.5789,0.0000,0.0000,0.0000,0.0000,0.0000,0.3831
21,3.1905,0.1905,0.5714,0.0476,0.2857,0.0952,0.3831
1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5390
4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6299
40,0.1750,0.0000,0.0000,0.0000,0.0000,0.0000,0.4545
38,0.4737,0.0526,0.0789,0.0000,0.0263,0.0000,0.4156
2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5260
23,0.5652,0.0435,0.0435,0.0000,0.0435,0.0000,0.4156
36,2.2222,0.3056,0.3333,0.0000,0.0556,0.1389,0.4156
17,2.8824,0.2941,0.7059,0.1176,0.2353,0.0000,0.6299
149,3.6980,0.5638,0.9329,0.0940,0.5570,0.0201,0.5065
7,3.2857,0.1429,0.7143,0.0000,0.0000,0.0000,0.4545
110,3.4000,0.2455,0.7545,0.0091,0.3000,0.0364,0.4156
44,0.3636,0.0227,0.0455,0.0000,0.0455,0.0000,0.5065
24,2.7917,0.3750,1.0417,0.0417,0.5833,0.0000,0.6299
11,3.8182,0.4545,1.9091,0.0000,0.2727,0.1818,0.4156
32,1.5000,0.0938,0.2188,0.0000,0.0313,0.0000,0.5065
110,3.1182,0.3091,0.8091,0.0182,0.2727,0.0182,0.3831
22,1.2727,0.0909,0.1364,0.0909,0.2727,0.0000,0.6299
17,4.0000,0.4706,0.8824,0.0588,0.3529,0.0000,0.5390
34,1.4706,0.0882,0.2647,0.0000,0.1471,0.0000,0.5195
13,1.2308,0.0000,0.3077,0.0000,0.2308,0.0000,0.5065
73,2.1507,0.2877,0.5753,0.0274,0.4110,0.0000,0.5519
3,0.3333,0.0000,0.0000,0.0000,0.0000,0.0000,0.6299
47,1.7872,0.2128,0.4255,0.0000,0.2340,0.0213,0.5390
142,3.2676,0.5775,0.7324,0.1690,0.5493,0.0211,0.5519
3,0.6667,0.0000,0.0000,0.0000,0.0000,0.0000,0.3831
6,0.6667,0.1667,0.3333,0.0000,0.1667,0.0000,0.5390
1,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.3831
46,3.6522,0.3043,0.8478,0.0000,0.2391,0.0000,0.5390
83,2.5422,0.1807,0.5663,0.0120,0.3253,0.0482,0.4545
11,1.4545,0.0909,0.0909,0.0000,0.0909,0.0000,0.5065
137,4.1679,0.5109,1.2263,0.0219,0.2701,0.2482,0.3831
136,3.7721,0.5515,1.0662,0.0588,0.5221,0.0735,0.5390
141,3.7872,0.6879,1.1915,0.1418,0.6879,0.0213,0.6299
33,2.3333,0.1212,0.4848,0.0000,0.0909,0.0000,0.5390
29,1.1034,0.1034,0.1724,0.0000,0.0690,0.0000,0.5195
146,3.8425,0.5411,0.9932,0.1164,0.6507,0.0205,0.5390
41,0.8537,0.0488,0.1220,0.0000,0.0244,0.0000,0.5390
2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5195
2,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4156
30,0.9000,0.0333,0.0333,0.0000,0.0000,0.0000,0.6299
87,2.4598,0.2874,0.5517,0.0345,0.2184,0.0000,0.3831
108,3.6389,0.5000,0.9444,0.1389,0.5463,0.0093,0.5195
28,1.8571,0.1786,0.3214,0.0000,0.1071,0.0000,0.5195
1,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4156
99,3.2222,0.1717,0.7778,0.0202,0.2323,0.0202,0.4156
126,3.6508,0.5317,1.0794,0.0794,0.5317,0.0635,0.5519
136,3.3897,0.5147,0.9853,0.0515,0.5221,0.0294,0.5065
26,1.7692,0.1538,0.3462,0.0000,0.1538,0.0000,0.3831
42,2.3333,0.1905,0.4286,0.0000,0.1667,0.0000,0.5195
37,2.6757,0.2703,0.8108,0.0000,0.3243,0.0000,0.4156
52,1.9038,0.2115,0.5192,0.0000,0.3654,0.0000,0.5390
31,0.3226,0.0000,0.0323,0.0000,0.0000,0.0000,0.4156
9,1.0000,0.1111,0.3333,0.0000,0.1111,0.0000,0.5390
103,2.7282,0.3786,0.6602,0.0388,0.4175,0.0000,0.5195
28,1.5714,0.0714,0.3571,0.0000,0.0000,0.0000,0.5065
36,2.2778,0.0833,0.3889,0.0000,0.0556,0.0000,0.5065
7,0.4286,0.2857,0.0000,0.0000,0.0000,0.0000,0.5065
8,1.8750,0.2500,0.3750,0.0000,0.1250,0.0000,0.5065
9,1.5556,0.1111,0.1111,0.0000,0.0000,0.0000,0.5195
24,1.1667,0.4167,0.2083,0.0000,0.0833,0.1250,0.6299
1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4026
9,0.8889,0.1111,0.0000,0.0000,0.1111,0.0000,0.3831
21,2.4762,0.0476,0.2381,0.0000,0.1429,0.0000,0.5390
27,0.4815,0.0000,0.0000,0.0000,0.0000,0.0000,0.4545
1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5519
34,1.5000,0.2059,0.4412,0.0000,0.1176,0.0000,0.5195
25,1.3200,0.0800,0.0800,0.0000,0.0000,0.0000,0.4545
12,0.9167,0.0833,0.1667,0.0000,0.0833,0.0000,0.5390
155,3.6258,0.5742,0.9871,0.1871,0.6000,0.0452,0.5195
31,0.3226,0.0000,0.0645,0.0000,0.0000,0.0000,0.5519
78,3.0000,0.3205,0.7436,0.0385,0.2179,0.0128,0.4156
30,0.7333,0.0333,0.2333,0.0000,0.0333,0.0000,0.5195
2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5195
2,2.0000,0.5000,0.5000,0.0000,0.0000,0.0000,0.5519
25,1.9200,0.0800,0.2800,0.0000,0.0400,0.0000,0.4545
72,2.9028,0.2778,0.6250,0.0000,0.2500,0.0139,0.5065
25,0.5600,0.0000,0.0400,0.0000,0.0000,0.0000,0.6299
54,2.4259,0.3704,0.4074,0.0370,0.0926,0.0556,0.5390
31,1.9032,0.1290,0.2581,0.0000,0.0323,0.0000,0.4156
36,2.5000,0.2778,0.6389,0.0000,0.2222,0.0278,0.5065
15,1.8667,0.1333,0.3333,0.0000,0.0667,0.0000,0.5195
33,0.7273,0.0303,0.1515,0.0000,0.0303,0.0000,0.4545
3,0.3333,0.0000,0.0000,0.0000,0.0000,0.0000,0.4156
15,0.8000,0.1333,0.3333,0.0000,0.1333,0.0000,0.5390
5,2.6000,0.0000,0.4000,0.0000,0.2000,0.0000,0.5390
29,2.2414,0.2414,0.5862,0.0000,0.2069,0.0000,0.4545
141,3.4823,0.5745,0.8723,0.1915,0.6028,0.0142,0.3831
135,2.8000,0.2815,0.6963,0.0296,0.3111,0.0222,0.5195
142,3.8732,0.7676,1.1127,0.1127,0.6901,0.0211,0.6299
80,3.4375,0.3125,0.7625,0.0125,0.3500,0.0375,0.3831
59,3.0508,0.4407,0.8983,0.0169,0.4068,0.0169,0.4545
41,2.2439,0.1707,0.6098,0.0000,0.2927,0.0000,0.6299
23,1.7391,0.0870,0.5217,0.0000,0.1304,0.0000,0.5519
2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4026
20,1.9500,0.2000,0.6000,0.0000,0.3000,0.0000,0.4156
29,2.1034,0.1034,0.0690,0.0000,0.0690,0.0000,0.5390
56,1.8929,0.1429,0.5714,0.0357,0.2679,0.0357,0.5519
4,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3831
132,3.7424,0.5076,1.0682,0.0758,0.7197,0.0076,0.6299
15,0.8667,0.0000,0.0000,0.0000,0.0000,0.0000,0.6299
46,0.9565,0.0217,0.2609,0.0000,0.0870,0.0000,0.5390
45,3.8000,0.3333,0.9111,0.0667,0.4444,0.0222,0.4545
109,3.7064,0.4587,0.8716,0.1468,0.6972,0.0459,0.5390
151,3.5762,0.5033,0.7351,0.0861,0.4238,0.0397,0.5065
144,3.4722,0.4028,0.8958,0.1250,0.4444,0.0139,0.3831
45,3.3556,0.8000,0.8000,0.2889,0.8000,0.0000,0.6299
152,3.8684,0.4934,1.2368,0.0329,0.6118,0.0592,0.5519
151,3.5828,0.3245,0.9205,0.0728,0.5033,0.0331,0.5195
2,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4156
115,3.7217,0.4087,0.9739,0.0522,0.4174,0.0261,0.4545
34,1.8235,0.1176,0.2353,0.0000,0.1176,0.0000,0.3831
1,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5065
58,0.3276,0.0172,0.0345,0.0000,0.0172,0.0000,0.5195
28,0.3214,0.0357,0.0357,0.0000,0.0000,0.0000,0.5390
6,0.1667,0.0000,0.1667,0.0000,0.0000,0.0000,0.4156
21,2.2857,0.3810,0.5714,0.0000,0.0952,0.0000,0.5065
124,3.9113,0.3952,1.0887,0.0161,0.2823,0.0887,0.4545
33,1.8788,0.0909,0.2121,0.0000,0.0606,0.0000,0.3831
3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4545
4,2.2500,0.0000,0.2500,0.0000,0.2500,0.0000,0.5195
15,2.1333,0.3333,0.4667,0.0667,0.3333,0.0000,0.5065
158,3.8101,0.6076,0.8038,0.0759,0.2911,0.0696,0.5519
3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5584
21,1.3810,0.0000,0.2857,0.0000,0.0476,0.0000,0.4545
135,3.5778,0.4370,0.8889,0.0519,0.3556,0.0370,0.3831
47,1.1915,0.2340,0.3830,0.0426,0.1064,0.0000,0.5195
140,3.6143,0.4786,0.9429,0.0429,0.3429,0.0429,0.4156
127,3.7480,0.5197,1.0315,0.0866,0.5276,0.0079,0.6299
1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5195
11,2.9091,0.3636,0.6364,0.0909,0.5455,0.0000,0.6299
35,2.7429,0.1429,0.5429,0.0000,0.3143,0.0000,0.4545
61,2.0656,0.1475,0.5410,0.0000,0.2295,0.0164,0.5195
12,1.0000,0.0000,0.0833,0.0000,0.0000,0.0000,0.6299
8,0.7500,0.1250,0.5000,0.0000,0.3750,0.0000,0.6299
7,3.7143,0.2857,0.5714,0.0000,0.0000,0.0000,0.4156
2,2.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5195
3,2.0000,0.3333,0.3333,0.0000,0.0000,0.0000,0.4156
1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6299
141,3.3972,0.3830,0.9504,0.0567,0.5106,0.0071,0.5065
1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4740
33,0.2121,0.0606,0.0303,0.0000,0.0000,0.0000,0.4545
43,3.0465,0.1163,0.6977,0.0000,0.3023,0.0000,0.4156
35,2.8000,0.2286,0.4286,0.0286,0.2571,0.0000,0.5065
36,2.3056,0.1111,0.3056,0.0000,0.1111,0.0000,0.4156
142,3.7676,0.4648,1.0493,0.0423,0.3380,0.0211,0.5519
2,2.5000,0.0000,0.5000,0.0000,0.0000,0.0000,0.5390
56,2.9643,0.3393,0.8036,0.0000,0.2679,0.0536,0.4156
29,1.8966,0.2759,0.3103,0.0000,0.0345,0.0000,0.5065
137,3.9854,0.5620,1.3066,0.0073,0.3796,0.0073,0.5065
9,1.5556,0.1111,0.0000,0.0000,0.2222,0.0000,0.5390
39,2.4359,0.2564,0.5128,0.0769,0.2821,0.0256,0.5519
1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4026
144,3.5903,0.5833,1.0903,0.0903,0.5556,0.0000,0.6299
1,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3831
123,3.6829,0.5772,1.1138,0.0976,0.5935,0.0000,0.5390
126,3.7540,0.5397,0.9524,0.0397,0.3175,0.0397,0.5195
110,3.2273,0.2818,0.8818,0.0273,0.3091,0.0909,0.4545
21,2.0000,0.2857,0.3810,0.0476,0.0476,0.0476,0.5519
123,4.0081,0.5610,1.2683,0.0081,0.2764,0.0163,0.5195
90,2.8333,0.3556,0.7778,0.0222,0.3000,0.0333,0.5390
96,2.8542,0.1771,0.4479,0.0625,0.2813,0.0000,0.3831
32,0.5313,0.0313,0.1250,0.0000,0.0000,0.0000,0.3831
1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5584
116,3.4310,0.5345,0.8793,0.1293,0.5345,0.0259,0.5519
31,1.8387,0.0645,0.1935,0.0000,0.1290,0.0000,0.3831
32,0.3438,0.0313,0.0938,0.0000,0.0313,0.0000,0.5390
12,0.5833,0.0833,0.0000,0.0000,0.0000,0.0000,0.4156
40,2.4000,0.1250,0.4750,0.0000,0.2250,0.0000,0.5519
14,2.0714,0.0714,0.5000,0.0000,0.2143,0.0000,0.4156
17,2.4706,0.0000,0.2353,0.0000,0.0588,0.0000,0.6299
70,1.8143,0.2857,0.4143,0.0000,0.2143,0.0429,0.5519
28,1.6786,0.0714,0.2500,0.0000,0.0714,0.0000,0.5519
56,0.8214,0.0179,0.1786,0.0179,0.0893,0.0000,0.6299
